split,model_version,prediction_count,mae,rmse,mape,smape,wape,bias,absolute_bias,median_absolute_error,p90_absolute_error,p95_absolute_error,peak_threshold_mw,peak_prediction_count,peak_hour_mae,peak_hour_rmse,peak_hour_bias,ramp_mae,directional_accuracy,overprediction_rate,underprediction_rate,prediction_latency_ms,slice_column,slice_value
test,baseline_lag_24h_exact_v0_1,163,4209.539877300614,5703.2130450132945,4.787719471111007,4.799150506398146,4.92034745868756,-74.66871165644172,74.66871165644172,3059.0,8995.0,12681.1,102287.8,17,7500.823529411765,10119.43649326268,-3407.8823529411766,4209.539877300614,65.03067484662577,49.693251533742334,50.306748466257666,0.0,target_hour_of_day,6
test,baseline_lag_24h_exact_v0_1,163,5462.509202453988,7261.591716113881,6.02281088632092,6.044800021069335,6.097184180925904,-78.1042944785276,78.1042944785276,4102.0,11962.6,14173.7,107487.20000000001,17,8512.235294117647,11375.72593675829,-3754.823529411765,5462.509202453988,76.68711656441718,48.466257668711656,51.533742331288344,0.0,target_hour_of_day,7
test,baseline_lag_24h_exact_v0_1,163,6034.9693251533745,8106.11930104038,6.45591400286956,6.48902062635401,6.492152692105055,-68.8957055214724,68.8957055214724,4209.0,13635.000000000005,16239.700000000003,111487.6,17,8878.0,11877.360436611178,-3939.4117647058824,6034.9693251533745,76.68711656441718,50.306748466257666,49.693251533742334,0.0,target_hour_of_day,8
test,baseline_lag_24h_exact_v0_1,163,5681.349693251534,7584.678905409213,5.960242987949869,5.987141821875713,5.996754321317268,-50.9079754601227,50.9079754601227,3960.0,12840.000000000002,15427.600000000004,113333.8,17,8692.235294117647,11090.376830175524,-5553.176470588235,5681.349693251534,71.77914110429448,52.14723926380368,47.85276073619632,0.0,target_hour_of_day,9
test,baseline_lag_24h_exact_v0_1,163,5144.60736196319,6860.649459946918,5.334058231537838,5.349042183162962,5.370751589217186,-20.300613496932517,20.300613496932517,3724.0,11545.2,13361.800000000001,113104.6,17,7414.470588235294,9086.267680018082,-5397.411764705882,5144.60736196319,69.93865030674846,53.987730061349694,46.012269938650306,0.0,target_hour_of_day,10
test,baseline_lag_24h_exact_v0_1,163,4988.042944785276,6663.562171687972,5.119603672046587,5.128084383520288,5.143548184147213,6.558282208588957,6.558282208588957,3530.0,11189.4,13187.9,115049.40000000001,17,7701.470588235294,9121.205780068387,-4013.9411764705883,4988.042944785276,65.6441717791411,52.760736196319016,47.239263803680984,0.0,target_hour_of_day,11
test,baseline_lag_24h_exact_v0_1,163,5020.901840490797,6762.859302453754,5.088898761352411,5.092954689792318,5.112014561871181,35.466257668711656,35.466257668711656,3539.0,11143.600000000002,14149.900000000003,117252.0,17,7433.294117647059,9069.996932355665,-2360.1176470588234,5020.901840490797,58.895705521472394,52.760736196319016,47.239263803680984,0.0,target_hour_of_day,12
test,baseline_lag_24h_exact_v0_1,163,5035.791411042945,6867.4521462908715,5.041369178472364,5.034284778529974,5.0572730314650025,55.05521472392638,55.05521472392638,3444.0,11726.800000000001,14068.500000000002,120855.40000000005,17,6998.882352941177,8689.441872688,-2397.705882352941,5035.791411042945,58.282208588957054,50.920245398773,49.079754601226995,0.0,target_hour_of_day,13
test,baseline_lag_24h_exact_v0_1,163,5216.981595092025,7088.255530541888,5.16639113380681,5.148248199883109,5.164844235275768,69.91411042944786,69.91411042944786,3536.0,12324.800000000008,14517.6,126035.60000000008,17,7167.058823529412,9006.001972540966,-2228.5882352941176,5216.981595092025,58.895705521472394,52.14723926380368,47.85276073619632,0.0,target_hour_of_day,14
test,baseline_lag_24h_exact_v0_1,163,5326.361963190184,7149.692412192084,5.208055303545255,5.185349525630329,5.218862049707037,92.4478527607362,92.4478527607362,3841.0,11307.0,15259.7,125807.00000000001,17,7439.117647058823,9315.534397856467,-1813.8235294117646,5326.361963190184,57.05521472392638,52.14723926380368,47.85276073619632,0.0,target_hour_of_day,15
test,baseline_lag_24h_exact_v0_1,163,5424.803680981595,7127.161653360251,5.231976370750366,5.208691868195526,5.2569702299447005,114.4478527607362,114.4478527607362,3735.0,11369.000000000002,14583.000000000004,127156.6,17,6995.411764705882,9193.23581258973,-592.5882352941177,5424.803680981595,58.282208588957054,51.533742331288344,48.466257668711656,0.0,target_hour_of_day,16
test,baseline_lag_24h_exact_v0_1,163,5478.754601226994,7201.875667836076,5.173263661011385,5.153550408085305,5.213697268964841,123.93251533742331,123.93251533742331,4304.0,11751.2,15298.200000000004,129185.80000000002,17,5618.64705882353,7337.370265412855,-1723.235294117647,5478.754601226994,63.80368098159509,49.693251533742334,50.306748466257666,0.0,target_hour_of_day,17
test,baseline_lag_24h_exact_v0_1,164,5454.140243902439,7212.964386284247,5.040533537608704,5.028855686806238,5.078900542401837,85.75,85.75,3868.5,11981.400000000001,14507.149999999996,131524.1,17,5607.705882352941,7202.503629253633,-1784.4117647058824,5454.140243902439,62.80487804878049,51.21951219512195,48.78048780487805,0.0,target_hour_of_day,18
test,baseline_lag_24h_exact_v0_1,163,5192.453987730061,6990.225190120055,4.796938561161981,4.792724877817629,4.844475047836879,36.83435582822086,36.83435582822086,3966.0,11069.000000000002,14816.400000000001,131839.0,17,6816.764705882353,8903.17701722256,-2943.235294117647,5192.453987730061,55.828220858895705,51.533742331288344,48.466257668711656,0.0,target_hour_of_day,19
test,baseline_lag_24h_exact_v0_1,163,4897.0306748466255,6624.787925301061,4.575176945479588,4.5746420685423965,4.63110925607438,23.8159509202454,23.8159509202454,3669.0,10152.2,13413.400000000001,129201.40000000001,17,6852.235294117647,8978.91160048988,-2510.823529411765,4897.0306748466255,62.57668711656442,51.533742331288344,48.466257668711656,0.0,target_hour_of_day,20
test,baseline_lag_24h_exact_v0_1,163,4607.233128834356,6234.867295314636,4.39156026512082,4.393698588909177,4.450485131260092,11.220858895705522,11.220858895705522,3393.0,9693.600000000002,11407.1,124993.60000000002,17,6811.411764705882,8692.589501137973,-2515.8823529411766,4607.233128834356,65.6441717791411,50.920245398773,49.079754601226995,0.0,target_hour_of_day,21
test,baseline_lag_24h_exact_v0_1,163,4281.20245398773,5828.471399852255,4.207297475466211,4.211060786089393,4.277682419981643,6.269938650306749,6.269938650306749,3013.0,8943.600000000002,10451.200000000003,121016.20000000001,17,6311.588235294118,8156.115486156962,-2391.470588235294,4281.20245398773,73.61963190184049,51.533742331288344,48.466257668711656,0.0,target_hour_of_day,22
test,baseline_lag_24h_exact_v0_1,163,3829.134969325153,5251.63362313637,3.919648859773846,3.920784690431134,4.009241150251619,-10.92638036809816,10.92638036809816,2983.0,7976.200000000001,9328.900000000001,114700.20000000001,17,6204.411764705882,7835.350921230237,-3510.529411764706,3829.134969325153,80.3680981595092,50.306748466257666,49.693251533742334,0.0,target_hour_of_day,23
test,baseline_persistence_v0_1,163,4025.0981595092026,4341.856462376123,4.382447409409745,4.276779280119769,4.399849835712544,4025.0981595092026,4025.0981595092026,3903.0,6228.0,6993.8,109017.8,17,6087.35294117647,6321.931038758927,6087.35294117647,4025.0981595092026,0.6134969325153374,99.38650306748467,0.0,0.0,target_hour_of_day,0
