split,model_version,prediction_count,mae,rmse,mape,smape,wape,bias,absolute_bias,median_absolute_error,p90_absolute_error,p95_absolute_error,peak_threshold_mw,peak_prediction_count,peak_hour_mae,peak_hour_rmse,peak_hour_bias,ramp_mae,directional_accuracy,overprediction_rate,underprediction_rate,prediction_latency_ms,overall_score,model_rank
test,baseline_lag_168h_exact_v0_1,3913,8349.758752875032,11170.195311804488,8.41362222629755,8.249303907880822,8.708189780377754,723.7883976488628,723.7883976488628,5819.0,19296.8,23040.199999999983,116238.40000000001,392,14857.19642857143,16724.33596245914,-7833.323979591837,8349.758752875032,61.231791464349605,48.019422438027085,51.98057756197291,0.0,0.13058597955541884,11
test,baseline_rolling_24h_v0_1,3913,7720.247114319788,9891.077929740672,8.050726354623386,7.944453643160624,8.051655025333716,5.5864745719398075,5.5864745719398075,6213.125,16601.95833333334,20314.724999999988,116238.40000000001,392,13527.387967687075,15759.301377803127,-12772.822278911564,7720.247114319788,52.51725019166879,48.55609506772298,51.44390493227703,0.0,0.13509914794412106,12
test,baseline_rolling_3h_v0_1,3913,4330.722548769061,5360.170475213937,4.498717914364504,4.486027239017698,4.516627959802646,8.835335207428283,8.835335207428283,3803.6666666666715,8986.933333333325,10343.000000000002,116238.40000000001,392,6528.998299319728,7540.119445227597,-2115.8486394557826,4330.722548769061,17.735752619473548,50.498338870431894,49.501661129568106,0.0,0.15235181732000708,13
test,baseline_lag_1h_v0_1,3913,4444.094045489394,5519.080100166806,4.611303727727017,4.60263292340609,4.63486616743783,8.984922054689497,8.984922054689497,3862.0,9276.2,10824.399999999998,116238.40000000001,392,6668.7295918367345,7716.718378009541,-1878.091836734694,4444.094045489394,14.439049322770254,51.367237413749045,48.60720674674163,0.0,0.15852600575734405,14
test,baseline_persistence_v0_1,3913,2281.106823409149,2855.8187731481084,2.364296419679536,2.363834971278982,2.3790281510494817,4.445438282647585,4.445438282647585,1929.0,4819.000000000002,5633.0,116238.40000000001,392,3382.3979591836733,3966.4296692905787,-468.7551020408163,2281.106823409149,0.051111679018655765,51.44390493227703,48.50498338870432,0.0,0.15947108883015812,15
test,svr_rbf_v0_1,3913,9093.845532292162,13007.597021002422,8.766678900632657,9.179725140942013,9.484218056165165,-4754.498669126307,4754.498669126307,6501.594903874517,19905.14670686967,29314.718409526995,116238.40000000001,392,31582.13066252587,33055.20632205237,-31582.13066252587,9093.845532292162,54.76616406848965,40.94045489394327,59.05954510605673,0.3165531561451643,0.177298392959399,16
test,linear_svr_v0_1,3913,77623.97776641195,79174.76255367752,80.48563610919021,134.89287817438807,80.95615093849113,-77623.97776641195,77623.97776641195,75068.99999999211,97978.39999999247,107925.79999999216,116238.40000000001,392,110153.05612244134,110578.29309151969,-110153.05612244134,77623.97776641195,51.44390493227703,0.0,100.0,0.0007761052867134433,0.9209450428492806,17
validation,hist_gradient_boosting_v0_1,3913,594.8747366887491,950.9907424838043,0.6100775184215188,0.6115046065015717,0.6337838082481964,-149.0185019455628,149.0185019455628,434.5623279371648,1203.589844900687,1553.4518092049364,119616.20000000001,392,1329.4855166734155,2252.913091211626,-542.6426581754663,594.8747366887491,92.4865831842576,44.23715819064656,55.76284180935344,0.3888887554312988,0.0008688815281531298,1
validation,extra_trees_v0_1,3913,600.1913359539423,923.0690739143843,0.623773559644791,0.6246385912701166,0.6394481512121953,-101.73218585292484,101.73218585292484,442.68261574073404,1210.1707777777629,1581.6228888888973,119616.20000000001,392,1084.2972671485302,1914.1791577644553,-691.3503689058995,600.1913359539423,92.10324559161769,47.81497572195247,52.18502427804753,0.01722151801541567,0.0010387158659173723,2
validation,gradient_boosting_v0_1,3913,625.6742746592056,965.0420985906903,0.6512115625113614,0.6525009897641423,0.6665978567584027,-120.89695189715883,120.89695189715883,474.69676769264333,1258.8546641779685,1585.4427967250683,119616.20000000001,392,1200.4902526606813,2123.6597470995443,-610.444228935689,625.6742746592056,91.31101456682852,46.07717863531817,53.92282136468183,0.002236851520665939,0.002669986173894788,3
validation,random_forest_v0_1,3913,699.6600574648959,1098.6989001071356,0.7224758604748788,0.7235393924847159,0.7454228400545897,-90.8295222309295,90.8295222309295,505.3308492729557,1422.4376864069409,1841.504139527148,119616.20000000001,392,1337.6196555740714,2379.318251142376,-771.2783251562931,699.6600574648959,91.13212369026323,49.01610017889087,50.98389982110913,0.015309097878375505,0.0037354822515022227,4
validation,linear_regression_v0_1,3913,775.9458595320648,1032.3038170753346,0.834187007945976,0.8353315020422913,0.8266982803574034,-64.46448852303763,64.46448852303763,598.2481440431729,1651.5841827385361,2071.850582741296,119616.20000000001,392,897.9340237680698,1145.7275326711958,-509.2025305712232,775.9458595320648,88.52542806031178,49.98722208024534,50.01277791975466,0.00099821109074786,0.0074659948194339505,5
validation,lasso_regression_v0_1,3913,775.8954088373254,1032.3050256734246,0.8341459213317309,0.835298526900338,0.8266445298256214,-65.40963613855735,65.40963613855735,596.8007694142725,1651.977133885655,2072.191361828215,119616.20000000001,392,896.7573496222568,1145.4239591292474,-511.35836118922646,775.8954088373254,88.52542806031178,49.96166624073601,50.038333759263985,0.0007152312820543574,0.007466001303052882,6
validation,ridge_regression_v0_1,3913,776.0844519903015,1032.3890116552438,0.8343210172299916,0.8354713691970174,0.8268459377557739,-65.44900060452314,65.44900060452314,598.0673832874018,1650.262065472777,2069.8121185527034,119616.20000000001,392,897.1685892112368,1145.8313352366056,-512.8595954369515,776.0844519903015,88.52542806031178,50.038333759263985,49.96166624073601,0.0007619473516668316,0.007467834457812668,7
validation,mlp_neural_network_v0_1,3913,1096.1256259958072,1410.4634233376041,1.1824324810337552,1.1824895584058899,1.1678200984446008,47.968763123959356,47.968763123959356,888.1563417328725,2298.9518781654683,2870.2934118673634,119616.20000000001,392,1263.639002587337,1611.0268419548486,608.5002481507307,1096.1256259958072,85.48428315870177,52.00613340148224,47.99386659851776,0.0015428060309727238,0.015130955409208006,8
validation,baseline_lag_24h_exact_v0_1,3913,4831.21824686941,6274.484450624982,5.07882874045862,5.076056651763563,5.1472145480959375,-75.9772553028367,75.9772553028367,3848.0,10490.600000000002,12296.599999999995,119616.20000000001,392,6772.482142857143,8519.28684302715,-1949.6760204081634,4831.21824686941,61.56401737797087,50.01277791975466,49.98722208024534,0.0,0.08953462208119488,9
validation,baseline_weighted_weather_naive_v0_1,3913,3958.547304923759,4972.962621148954,4.166275893798964,4.1493245280140645,4.217464671655579,318.12081416645407,318.12081416645407,3388.2583333333314,8290.042500000009,9842.014999999998,119616.20000000001,392,5900.5224064625845,7009.466352123215,-2693.8327380952387,3958.547304923759,33.40148223869154,54.612829031433684,45.387170968566316,0.0,0.12497313076232287,10
validation,baseline_lag_168h_exact_v0_1,3913,7431.900587784308,10648.699924139448,7.674778003024756,7.662269721241249,7.91800015456436,-676.2307692307693,676.2307692307693,5055.0,17208.200000000004,23767.6,119616.20000000001,392,14134.994897959185,18936.81631445875,-7862.831632653061,7431.900587784308,59.136212624584715,45.13161257347304,54.868387426526965,0.0,0.12677992900906884,11
validation,baseline_rolling_24h_v0_1,3913,7431.388203850413,9650.583958625699,7.780595644444336,7.683961525247163,7.9174542570486635,-40.80208067126674,40.80208067126674,5949.041666666686,16729.241666666672,20714.08333333332,119616.20000000001,392,14564.58482142857,16519.613071256033,-14074.29549319728,7431.388203850413,50.702785586506515,48.63276258625096,51.367237413749045,0.0,0.13728710414229067,12
validation,baseline_rolling_3h_v0_1,3913,4154.3738819320215,5275.716321863507,4.345623548972476,4.33582093593802,4.426099710392219,-14.031774427123263,14.031774427123263,3357.0,8930.266666666652,10572.93333333333,119616.20000000001,392,6371.934523809526,7379.347044104621,-2232.3052721088443,4154.3738819320215,17.352415026833633,48.862765141834906,51.137234858165094,0.0,0.15147002929940753,13
validation,baseline_lag_1h_v0_1,3913,4261.474827498083,5440.421251104642,4.456465407962646,4.449108724661657,4.540205825447088,-14.286992077689753,14.286992077689753,3400.0,9320.0,10901.999999999993,119616.20000000001,392,6485.632653061224,7523.475640233287,-1968.954081632653,4261.474827498083,15.20572450805009,48.683874265269615,51.31612573473039,0.0,0.1558496995458885,14
validation,baseline_persistence_v0_1,3913,2196.2394582162024,2816.5362833760423,2.2960587112317836,2.2954822072727628,2.3398892603864483,-7.45591617684641,7.45591617684641,1741.0,4803.200000000002,5652.399999999998,119616.20000000001,392,3305.795918367347,3840.558642798663,-503.05102040816325,2196.2394582162024,0.0,49.859442882698694,50.1405571173013,0.0,0.15859519740291197,15
validation,svr_rbf_v0_1,3913,9466.419588379697,14011.854167847985,9.293541099770318,9.657731768244819,10.085591280266046,-3463.0444812106884,3463.0444812106884,6070.044553171261,22911.715480433493,32394.13272029035,119616.20000000001,392,34996.77630193882,36335.435898838965,-34996.77630193882,9466.419588379697,54.612829031433684,51.98057756197291,48.019422438027085,0.3136466394053973,0.18341011888103648,16
validation,linear_svr_v0_1,3913,75600.82903142608,77547.86542726662,79.95425992209769,133.45889664135757,80.54566512097139,-75600.82903142608,75600.82903142608,71157.99999999233,101356.19999999218,111032.19999999246,119616.20000000001,392,113437.18367346183,113817.88322733088,-113437.18367346183,75600.82903142608,49.859442882698694,0.0,100.0,0.0011096345515407141,0.9229858287609047,17
