split,model_version,prediction_count,mae,rmse,mape,smape,wape,bias,absolute_bias,median_absolute_error,p90_absolute_error,p95_absolute_error,peak_threshold_mw,peak_prediction_count,peak_hour_mae,peak_hour_rmse,peak_hour_bias,ramp_mae,directional_accuracy,overprediction_rate,underprediction_rate,prediction_latency_ms,slice_column,slice_value
test,baseline_lag_168h_exact_v0_1,1665,6198.208408408408,8473.381734503564,6.5736758815254595,6.5644548408301455,6.817038485851051,-357.37957957957957,357.37957957957957,4092.0,15464.200000000004,18493.6,107201.8,167,10998.862275449103,13329.49020367322,-7582.838323353293,6198.208408408408,62.64264264264264,43.72372372372372,56.27627627627627,0.0,temperature_bucket,30-60F
test,baseline_lag_168h_exact_v0_1,1644,8811.724452554745,11725.066882989791,9.316467582296905,8.852245778614467,9.476336040581304,3971.633211678832,3971.633211678832,6787.5,19630.9,24605.699999999993,109383.20000000001,165,14248.787878787878,16418.84873238589,2833.769696969697,8811.724452554745,63.9294403892944,57.968369829683695,42.031630170316305,0.0,temperature_bucket,60-80F
test,baseline_lag_168h_exact_v0_1,319,15025.307210031347,16957.8900134558,12.744054648588207,12.767996552865391,12.556188941123608,-3353.652037617555,3353.652037617555,14001.0,26779.8,29531.8,140240.4,32,14369.84375,16215.139063349103,-14206.84375,15025.307210031347,47.64890282131661,33.5423197492163,66.4576802507837,0.0,temperature_bucket,80-90F
test,baseline_lag_168h_exact_v0_1,246,9581.325203252032,12133.946182816193,8.525663985658374,8.889421718525677,8.668456721102254,-5365.1869918699185,5365.1869918699185,6339.5,20676.5,22046.25,125368.0,25,14584.92,16249.520629237037,-14584.92,9581.325203252032,58.94308943089431,36.58536585365854,63.41463414634146,0.0,temperature_bucket,<30F
test,baseline_lag_168h_exact_v0_1,39,18359.871794871793,19432.460943826267,12.77933205371063,13.764825086971868,12.844207025581325,-18269.05128205128,18269.05128205128,19928.0,24882.600000000002,25934.7,151976.6,4,21928.5,21998.489743616494,-21928.5,18359.871794871793,12.82051282051282,2.564102564102564,97.43589743589743,0.0,temperature_bucket,>90F
test,baseline_lag_1h_v0_1,1665,3285.6174174174175,4202.647457240478,3.652297957931827,3.6655248187666363,3.613653963931254,80.29129129129129,80.29129129129129,2704.0,6863.6,8759.4,107201.8,167,3428.2215568862275,4405.39031215115,-1058.1017964071857,3285.6174174174175,18.73873873873874,58.4984984984985,41.5015015015015,0.0,temperature_bucket,30-60F
test,baseline_lag_1h_v0_1,1644,5096.189172749392,6103.963535479011,5.440757728740025,5.363375951480332,5.480561879501787,1174.6246958637469,1174.6246958637469,4670.5,9857.800000000001,11293.4,109383.20000000001,165,7049.248484848485,8121.746004251534,3570.072727272727,5096.189172749392,11.19221411192214,51.885644768856444,48.05352798053528,0.0,temperature_bucket,60-80F
test,baseline_lag_1h_v0_1,319,7095.592476489028,7838.429148575713,6.040755351126905,6.218614431272955,5.929569261953582,-5146.1065830721,5146.1065830721,7059.0,11702.8,12866.199999999997,140240.4,32,4164.8125,5137.311614550941,-666.5625,7095.592476489028,7.523510971786834,15.047021943573668,84.95297805642633,0.0,temperature_bucket,80-90F
test,baseline_lag_1h_v0_1,246,4008.776422764228,5006.667154498585,3.5880174148970383,3.6165890799091507,3.6268370176509848,-417.0934959349593,417.0934959349593,3657.5,8166.5,10029.75,125368.0,25,4877.6,6181.031007849742,-2370.48,4008.776422764228,17.479674796747968,53.65853658536586,46.34146341463415,0.0,temperature_bucket,<30F
test,baseline_lag_1h_v0_1,39,7471.7692307692305,8419.234021739776,5.351190756835188,5.543457040363881,5.227103539697602,-7317.871794871795,7317.871794871795,7428.0,12029.0,12159.1,151976.6,4,2399.5,2671.1422650244594,-2149.5,7471.7692307692305,5.128205128205128,7.6923076923076925,92.3076923076923,0.0,temperature_bucket,>90F
test,baseline_lag_24h_exact_v0_1,1665,4280.481681681682,5685.729665419226,4.654107068636391,4.658545201100374,4.707845628814121,260.84204204204207,260.84204204204207,3171.0,9623.600000000002,11963.599999999999,107201.8,167,5170.51497005988,6689.247058942349,-1264.4790419161677,4280.481681681682,62.34234234234234,53.993993993993996,46.006006006006004,0.0,temperature_bucket,30-60F
test,baseline_lag_24h_exact_v0_1,1644,4178.066909975669,5847.383688454179,4.452301176687853,4.384826756668124,4.493191571314243,908.5048661800487,908.5048661800487,2973.5,9430.900000000001,11686.099999999999,109383.20000000001,165,5387.636363636364,7330.642140627204,-308.27878787878785,4178.066909975669,72.32360097323601,53.102189781021906,46.8978102189781,0.0,temperature_bucket,60-80F
test,baseline_lag_24h_exact_v0_1,319,5890.398119122257,7607.395442598124,4.8792073318028075,4.960644535232198,4.922425258151103,-2030.8181818181818,2030.8181818181818,4718.0,13492.399999999996,15594.699999999999,140240.4,32,6826.4375,8484.70940869515,-5866.625,5890.398119122257,61.442006269592476,37.93103448275862,62.06896551724138,0.0,temperature_bucket,80-90F
test,baseline_lag_24h_exact_v0_1,246,8605.91056910569,10778.85746430355,7.583495708415078,7.9145566348003475,7.785975502496139,-4767.869918699187,4767.869918699187,7936.5,18153.0,19755.75,125368.0,25,14061.4,16341.14988977214,-12550.04,8605.91056910569,58.13008130081301,30.89430894308943,69.10569105691057,0.0,temperature_bucket,<30F
test,baseline_lag_24h_exact_v0_1,39,4901.128205128205,6740.3937760645895,3.421140038890227,3.4911941668710083,3.428733382722516,-2628.358974358974,2628.358974358974,3119.0,12635.800000000012,16178.4,151976.6,4,5731.25,8604.14828730886,-5731.25,4901.128205128205,58.97435897435898,28.205128205128204,71.7948717948718,0.0,temperature_bucket,>90F
test,baseline_persistence_v0_1,1665,1713.4864864864865,2238.676183384737,1.903950049117398,1.9102503526943881,1.8845612399089253,16.937537537537537,16.937537537537537,1329.0,3703.000000000002,4604.4,107201.8,167,1769.1197604790418,2341.3504458281423,-303.874251497006,1713.4864864864865,0.06006006006006006,58.7987987987988,41.14114114114114,0.0,temperature_bucket,30-60F
test,baseline_persistence_v0_1,1644,2610.425182481752,3132.231977745065,2.7735246266892974,2.755928183568256,2.807312731030858,538.9860097323601,538.9860097323601,2366.5,5052.0,5763.85,109383.20000000001,165,3782.4666666666667,4323.994453084211,2204.806060606061,2610.425182481752,0.0,50.72992700729927,49.27007299270073,0.0,temperature_bucket,60-80F
test,baseline_persistence_v0_1,319,3562.0344827586205,3978.3629409161717,3.0325095853230732,3.0724288361522643,2.9766830957342822,-2276.1473354231975,2276.1473354231975,3571.0,5947.2,6609.0,140240.4,32,2162.0625,2756.5615016719653,501.6875,3562.0344827586205,0.0,19.122257053291534,80.87774294670847,0.0,temperature_bucket,80-90F
test,baseline_persistence_v0_1,246,2074.8048780487807,2690.9320762561792,1.8600491783512432,1.8693566884567099,1.8771261708133253,-181.1382113821138,181.1382113821138,1579.0,4682.0,5344.25,125368.0,25,2266.48,2972.997894382033,-560.32,2074.8048780487807,0.40650406504065045,55.28455284552846,44.3089430894309,0.0,temperature_bucket,<30F
test,baseline_persistence_v0_1,39,3456.051282051282,3953.243257935218,2.4819978604072497,2.523254551265737,2.417785845873462,-3237.128205128205,3237.128205128205,3312.0,5907.400000000001,6222.8,151976.6,4,1064.75,1176.4432625503025,-527.25,3456.051282051282,0.0,7.6923076923076925,92.3076923076923,0.0,temperature_bucket,>90F
test,baseline_rolling_24h_v0_1,1665,5029.474724724724,6247.819417794088,5.741370311864398,5.635724102137685,5.53161825206643,848.821471471471,848.821471471471,4217.791666666686,10362.100000000004,12204.516666666663,107201.8,167,4746.643712574849,6128.1358474175895,-4049.667664670658,5029.474724724724,54.83483483483484,52.43243243243243,47.56756756756757,0.0,temperature_bucket,30-60F
test,baseline_rolling_24h_v0_1,1644,9203.983348540147,11211.109017774108,9.998274838827953,9.653748216587363,9.898180497166347,2341.24718673966,2341.24718673966,8205.25,18048.80416666668,20931.427083333314,109383.20000000001,165,11220.901767676769,12747.883259918575,-8526.393181818183,9203.983348540147,54.257907542579076,54.01459854014598,45.98540145985402,0.0,temperature_bucket,60-80F
test,baseline_rolling_24h_v0_1,319,13899.657262277953,15870.929979191504,11.344748522355337,12.177207084381836,11.615517763623734,-12827.37173458725,12827.37173458725,14239.666666666686,23784.583333333336,25982.229166666686,140240.4,32,24077.192708333332,24493.49008241631,-24077.192708333332,13899.657262277953,33.22884012539185,9.090909090909092,90.9090909090909,0.0,temperature_bucket,80-90F
test,baseline_rolling_24h_v0_1,246,6301.581808943091,7838.007242157249,5.655212633974297,5.740125524480813,5.701193522454282,-1743.1244918699183,1743.1244918699183,5663.5625,13054.1875,14432.822916666672,125368.0,25,8907.731666666667,11467.914217360372,-8797.951666666668,6301.581808943091,56.09756097560976,44.3089430894309,55.6910569105691,0.0,temperature_bucket,<30F
test,baseline_rolling_24h_v0_1,39,18454.43910256411,20083.937374074223,12.712557301664086,13.738576118424772,12.910364463466658,-18453.79594017095,18453.79594017095,19644.791666666686,26779.916666666653,28773.70416666667,151976.6,4,26611.84375,26699.359561274217,-26611.84375,18454.43910256411,15.384615384615385,2.564102564102564,97.43589743589743,0.0,temperature_bucket,>90F
test,baseline_rolling_3h_v0_1,1665,3142.442842842843,3964.229556804918,3.503239561665743,3.509690736701327,3.4561848178879946,96.2334334334334,96.2334334334334,2627.6666666666715,6607.066666666664,8125.599999999999,107201.8,167,3159.9081836327337,4024.481129860608,-1125.920159680638,3142.442842842843,23.303303303303302,57.41741741741742,42.58258258258258,0.0,temperature_bucket,30-60F
test,baseline_rolling_3h_v0_1,1644,5000.302514193025,5977.826244402936,5.349826471140858,5.270398734502745,5.3774431082350365,1184.2668288726684,1184.2668288726684,4584.833333333336,9601.900000000007,10980.31666666668,109383.20000000001,165,6758.377777777779,7810.73154723873,3252.7535353535354,5000.302514193025,13.62530413625304,51.399026763990264,48.60097323600973,0.0,temperature_bucket,60-80F
test,baseline_rolling_3h_v0_1,319,7047.062695924765,7747.383805721721,5.997887651867461,6.1757625545322234,5.889014411026518,-5256.717868338558,5256.717868338558,6986.0,11474.800000000017,12585.100000000015,140240.4,32,4250.395833333334,5114.874306726522,-1132.1875000000018,7047.062695924765,8.77742946708464,15.047021943573668,84.95297805642633,0.0,temperature_bucket,80-90F
test,baseline_rolling_3h_v0_1,246,3846.1029810298096,4724.371031489775,3.4470211102930466,3.4699605074448443,3.47966241920724,-411.2439024390236,411.2439024390236,3492.166666666657,7465.333333333343,9492.416666666672,125368.0,25,4645.613333333328,5819.155171595877,-2460.9733333333324,3846.1029810298096,20.73170731707317,50.40650406504065,49.59349593495935,0.0,temperature_bucket,<30F
test,baseline_rolling_3h_v0_1,39,7674.316239316242,8586.509596197053,5.491827079524587,5.69167821586716,5.368801463259174,-7552.0940170940175,7552.0940170940175,7938.666666666686,12049.6,12355.9,151976.6,4,2383.5833333333358,2798.48171633596,-2349.9166666666642,7674.316239316242,7.6923076923076925,7.6923076923076925,92.3076923076923,0.0,temperature_bucket,>90F
test,baseline_weighted_weather_naive_v0_1,1665,3218.0724424424434,4018.1710333014375,3.5771134576313415,3.566643118638842,3.5393652883027293,613.9086036036041,613.9086036036041,2817.0124999999825,6471.102500000011,7783.26416666666,107201.8,167,3332.314121756487,4214.857818716349,-914.0203592814372,3218.0724424424434,36.33633633633634,62.22222222222222,37.77777777777778,0.0,temperature_bucket,30-60F
