split,model_version,prediction_count,mae,rmse,mape,smape,wape,bias,absolute_bias,median_absolute_error,p90_absolute_error,p95_absolute_error,peak_threshold_mw,peak_prediction_count,peak_hour_mae,peak_hour_rmse,peak_hour_bias,ramp_mae,directional_accuracy,overprediction_rate,underprediction_rate,prediction_latency_ms,slice_column,slice_value
test,svr_rbf_v0_1,2184,5514.424929681978,6848.010200518285,6.372539432477891,6.2675528695859555,6.256754372231546,817.5027100909377,817.5027100909377,4732.478899642949,11173.668287348692,13159.18784723449,101764.7,219,12078.80301258581,12518.176138502113,-12078.80301258581,5514.424929681978,54.670329670329664,57.96703296703297,42.032967032967036,0.31655315614516427,target_season,fall
test,svr_rbf_v0_1,990,14804.383322998308,20307.801061795526,12.484755741719638,13.734595043559208,13.968234505679074,-12146.16190942229,12146.16190942229,9257.740217933766,37384.171013691164,43976.17577731227,134410.0,99,45479.23473391981,45855.25850882706,-45479.23473391981,14804.383322998308,52.02020202020202,25.95959595959596,74.04040404040404,0.31655315614516427,target_season,summer
test,svr_rbf_v0_1,739,12022.157011725938,14311.82801330377,10.861272304927502,11.684275935327133,11.422477117617683,-11319.457267661408,11319.457267661408,10712.150287302487,21808.91247048296,25839.075324181016,117177.8,74,27893.48121250702,28376.636490436595,-27893.48121250702,12022.157011725938,58.72801082543978,10.690121786197563,89.30987821380243,0.31655315614516427,target_season,winter
validation,baseline_lag_168h_exact_v0_1,2207,5312.144540099683,7025.414774998072,6.3385193008298994,6.191432917494788,6.330377260993074,1149.931581332125,1149.931581332125,4120.0,11338.400000000003,14435.899999999969,93963.6,221,7158.588235294118,8677.969549512285,-5914.371040723982,5312.144540099683,58.22383325781604,51.835070231082916,48.164929768917084,0.0,target_season,spring
validation,baseline_lag_168h_exact_v0_1,1218,9729.38013136289,13723.589275231101,8.619934626057425,9.092875188484875,9.003733814481288,-4890.199507389162,4890.199507389162,6382.5,22440.6,28965.44999999996,135088.9,122,20208.237704918032,25910.973984230608,-16452.72950819672,9729.38013136289,61.98686371100164,34.72906403940887,65.27093596059113,0.0,target_season,summer
validation,baseline_lag_168h_exact_v0_1,488,11284.301229508197,14695.673307789008,11.359044783537584,10.74353891543327,10.91299485380442,1582.5266393442623,1582.5266393442623,8433.0,27919.1,30802.85,118272.3,49,12410.755102040815,13018.350170557916,-12410.755102040815,11284.301229508197,56.14754098360656,40.77868852459016,59.221311475409834,0.0,target_season,winter
validation,baseline_lag_1h_v0_1,2207,3166.197553239692,4142.964861233279,3.786530273874294,3.7810858488380403,3.7730948101168083,9.77254191209787,9.77254191209787,2436.0,7104.8,8773.099999999999,93963.6,221,4119.882352941177,5221.840337159623,-1772.5610859728506,3166.197553239692,18.124150430448573,48.21024014499321,51.7897598550068,0.0,target_season,spring
validation,baseline_lag_1h_v0_1,1218,6585.430213464696,7512.230320670726,6.13880119244159,6.119948190941419,6.094269099913665,-84.99835796387521,84.99835796387521,6582.5,11507.3,12777.599999999999,135088.9,122,5478.827868852459,6637.253687813465,-2499.090163934426,6585.430213464696,8.620689655172415,46.30541871921182,53.69458128078818,0.0,target_season,summer
validation,baseline_lag_1h_v0_1,488,3414.5471311475408,4342.004404885972,3.2873298658266674,3.300018595591921,3.3021925338933715,53.39139344262295,53.39139344262295,2957.0,7070.6,8819.3,118272.3,49,4600.673469387755,5562.337849046818,-1778.9183673469388,3414.5471311475408,18.442622950819672,56.76229508196722,43.23770491803279,0.0,target_season,winter
validation,baseline_lag_24h_exact_v0_1,2207,4043.637516991391,5327.7540918186905,4.770224287882687,4.75939120528627,4.81872260741995,143.57045763479837,143.57045763479837,3152.0,9139.0,11027.099999999995,93963.6,221,6098.932126696833,7180.535986245995,-3779.918552036199,4043.637516991391,61.169007702763935,52.24286361576801,47.75713638423199,0.0,target_season,spring
validation,baseline_lag_24h_exact_v0_1,1218,6083.919540229885,7590.331149492036,5.639298674149108,5.656352803264461,5.630162595083843,-678.264367816092,678.264367816092,5234.0,11869.1,14257.499999999993,135088.9,122,6973.688524590164,8896.302686611067,-3637.8196721311474,6083.919540229885,62.972085385878486,44.66338259441708,55.33661740558292,0.0,target_season,summer
validation,baseline_lag_24h_exact_v0_1,488,5266.4651639344265,6596.245291426944,5.075627198655493,5.0598269957129345,5.093173787444301,434.3586065573771,434.3586065573771,4422.0,11288.500000000002,12886.05,118272.3,49,4760.224489795918,6059.77572663732,-3773.612244897959,5266.4651639344265,59.83606557377049,53.278688524590166,46.72131147540984,0.0,target_season,winter
validation,baseline_persistence_v0_1,2207,1655.1014952424105,2192.9204735793746,1.974695403829194,1.9744899228574573,1.9723516163815795,4.956502038966923,4.956502038966923,1239.0,3791.0,4616.799999999999,93963.6,221,2086.054298642534,2691.4577859544183,-532.552036199095,1655.1014952424105,0.0,49.02582691436339,50.97417308563661,0.0,target_season,spring
validation,baseline_persistence_v0_1,1218,3329.57881773399,3819.0139472849078,3.0982124858168163,3.094804862218062,3.0812488549579116,-44.66748768472906,44.66748768472906,3281.0,5906.9,6554.199999999999,135088.9,122,2726.1721311475408,3304.9843666702004,-620.3688524590164,3329.57881773399,0.0,48.029556650246306,51.970443349753694,0.0,target_season,summer
validation,baseline_persistence_v0_1,488,1814.8545081967213,2336.337540790756,1.7473405185943751,1.752152244119497,1.7551372925568163,29.28483606557377,29.28483606557377,1432.5,3816.8,4585.549999999997,118272.3,49,2434.918367346939,2998.3046808461067,-506.51020408163265,1814.8545081967213,0.0,58.19672131147541,41.80327868852459,0.0,target_season,winter
validation,baseline_rolling_24h_v0_1,2207,5212.253813623321,6342.244356638135,6.303436635052498,6.239191600316447,6.211339463979709,70.3696949101345,70.3696949101345,4643.8333333333285,10184.633333333335,11464.599999999999,93963.6,221,7533.800339366515,8561.587720651743,-6800.934577677225,5212.253813623321,50.5210693248754,47.84775713638423,52.15224286361577,0.0,target_season,spring
validation,baseline_rolling_24h_v0_1,1218,12560.454467706624,14598.55688862585,11.751502846241243,11.567795334127913,11.6236581456604,-348.26973864258304,348.26973864258304,12434.541666666686,22628.35,25017.73541666668,135088.9,122,19701.571038251368,20623.68373834955,-19686.88387978142,12560.454467706624,49.26108374384236,49.17898193760263,50.82101806239737,0.0,target_season,summer
validation,baseline_rolling_24h_v0_1,488,4665.869535519125,5740.348171921545,4.550114009073749,4.524325552102359,4.5123405689039915,223.828039617485,223.828039617485,3977.166666666686,9544.004166666675,10907.120833333345,118272.3,49,5027.473639455782,6318.899879945812,-4792.803571428571,4665.869535519125,55.122950819672134,50.81967213114754,49.18032786885246,0.0,target_season,winter
validation,baseline_rolling_3h_v0_1,2207,3058.685092886271,3937.146046438749,3.6654927476456676,3.658297065264181,3.6449743440494555,9.976740673614346,9.976740673614346,2438.333333333314,6682.800000000003,8035.633333333327,93963.6,221,3880.7707390648575,4863.255068132602,-1861.9200603318266,3058.685092886271,20.16311735387404,48.39148164929769,51.60851835070231,0.0,target_season,spring
validation,baseline_rolling_3h_v0_1,1218,6501.509578544062,7398.36196464446,6.0628119188860605,6.040859594313243,6.016607517349739,-84.13902572523281,84.13902572523281,6489.499999999993,11327.53333333332,12531.083333333314,135088.9,122,5533.204918032787,6661.918418828444,-2841.150273224045,6501.509578544062,10.919540229885058,46.79802955665024,53.20197044334976,0.0,target_season,summer
validation,baseline_rolling_3h_v0_1,488,3251.451502732241,4057.0013705255597,3.1356097046559244,3.144341625848147,3.144463515731408,52.36953551912576,52.36953551912576,2849.666666666657,6376.566666666682,8194.949999999992,118272.3,49,4220.625850340142,5077.666582933318,-1842.1224489795966,3251.451502732241,20.69672131147541,56.14754098360656,43.85245901639344,0.0,target_season,winter
validation,baseline_weighted_weather_naive_v0_1,2207,3081.3818154357346,3862.273339851278,3.6833776389558075,3.6696325989415692,3.672021578032192,328.8908435281685,328.8908435281685,2676.7708333333285,6249.838333333342,7505.172499999999,93963.6,221,4104.475509049772,5018.498008260402,-2604.8199283559566,3081.3818154357346,35.659265971907566,55.14272768463978,44.85727231536022,0.0,target_season,spring
validation,baseline_weighted_weather_naive_v0_1,1218,5748.698402435687,6700.666476128898,5.365710708349717,5.342196490526765,5.319943253981409,109.66900314723604,109.66900314723604,5534.722916666673,10325.169583333338,11573.22020833334,135088.9,122,5955.327390710381,7236.530201647782,-4103.169535519126,5748.698402435687,27.914614121510674,50.164203612479476,49.835796387520524,0.0,target_season,summer
validation,baseline_weighted_weather_naive_v0_1,488,3457.5231215846993,4332.688313279409,3.356531722315424,3.3414598499864634,3.3437544129091004,789.6881318306012,789.6881318306012,2986.404166666667,7054.328333333336,8641.426041666668,118272.3,49,3932.62423469388,5087.213806514802,-2056.867091836735,3457.5231215846993,36.885245901639344,63.31967213114754,36.68032786885246,0.0,target_season,winter
validation,extra_trees_v0_1,2207,503.73605782347346,670.6165116133195,0.5972485365230255,0.5970432325131839,0.6002922665067713,27.168636119802493,27.168636119802493,391.6666666666133,1076.1629555555412,1331.9310467432083,93963.6,221,749.6812001160523,1003.1523736299787,-168.84677376442065,503.73605782347346,90.12233801540552,54.10058903488899,45.89941096511101,0.017221518015415674,target_season,spring
validation,extra_trees_v0_1,1218,742.57228701838,1249.8089331191954,0.6608077345428935,0.6637798740091599,0.6871890212997085,-331.5413219481257,331.5413219481257,511.19480158729857,1398.2953333333423,1859.9155277777816,135088.9,122,1853.6641347905313,3110.7076791089175,-1637.8399726776017,742.57228701838,96.55172413793103,37.76683087027914,62.23316912972086,0.017221518015415674,target_season,summer
